Flow info:,1476.0,0.0,0.0,0.0,0.0,1476.0,0.0,1476.0,1476.0,1476.0,1476.0494232177734,0.0,1476.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.968179615571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #8
Flow info:,470765.0,1412.0,0.0,655.7142857142857,660.2710842993995,39230.0,116993.4481658678,409674.0,0.0,44551.0,8910.179138183594,11588.170957438704,23714.0,139.0,451664.0,75277.32849121094,164155.13414671188,409674.0,0.0,0.0,12.745215952547719,1412.0,410.7692307692308,557.4545054450863,310755.5256410257,1.0,1.0,1.0,1.0,0.0,432.61538461538464,655.7142857142857,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #9
Flow info:,927.0,0.0,0.0,0.0,0.0,463.0,437.6528749371236,773.0,154.0,0.0,0.0,0.0,0.0,0.0,773.0,772.9530334472656,0.0,773.0,773.0,0.0,1078.7818930041153,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #10
Flow info:,41898.0,0.0,0.0,0.0,0.0,41898.0,0.0,41898.0,41898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.867480780502238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,255.0,16386.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #11
Flow info:,456418.0,1412.0,0.0,661.5714285714286,667.5362305130853,38035.0,110883.09057779676,388690.0,0.0,51430.0,10285.99739074707,13625.322883269215,29199.0,177.0,436067.0,72677.81098683675,155295.94003596928,388690.0,0.0,0.0,13.145850168855828,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #12
Flow info:,1850.0,0.0,0.0,0.0,0.0,925.0,1125.8266174230014,1721.0,129.0,0.0,0.0,0.0,0.0,0.0,1721.0,1721.1437225341797,0.0,1721.0,1721.0,0.0,540.5030927835052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #13
Flow info:,15946.0,0.0,0.0,0.0,0.0,15946.0,0.0,15946.0,15946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.71106260185697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,251.0,133.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #14
Flow info:,89421.0,31.0,0.0,15.5,21.920310216782973,44711.0,63230.21942258962,89421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.183051199944542,31.0,10.333333333333334,17.897858344878397,320.3333333333333,1.0,0.0,1.0,1.0,0.0,30.333333333333332,15.5,250.0,501.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #15
Flow info:,304083.0,0.0,0.0,0.0,0.0,304083.0,0.0,304083.0,304083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.288574638726001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,255.0,135.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #16
Flow info:,390001.0,1412.0,0.0,661.5714285714286,667.5362305130853,32500.0,91782.9763434006,322313.0,0.0,51153.0,10230.588912963867,12925.851809448988,24915.0,241.0,365170.0,60861.666997273765,128526.43238485354,322313.0,0.0,0.0,15.384573626208367,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #17
Flow info:,1104.0,0.0,0.0,0.0,0.0,552.0,453.83726476530694,873.0,231.0,0.0,0.0,0.0,0.0,0.0,873.0,872.8504180908203,0.0,873.0,873.0,0.0,905.897192224622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #18
Flow info:,398367.0,1412.0,0.0,661.5714285714286,667.5362305130853,33197.0,94097.03784439008,330411.0,0.0,48162.0,9632.396697998047,12295.41810667896,26509.0,312.0,379428.0,63238.02471160889,131448.31100666968,330411.0,0.0,0.0,15.061491245289885,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #19
Flow info:,832.0,0.0,0.0,0.0,0.0,416.0,456.70325046404776,739.0,93.0,0.0,0.0,0.0,0.0,0.0,739.0,738.8591766357422,0.0,739.0,739.0,0.0,1202.1507595299513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #20
Flow info:,378696.0,1412.0,0.0,661.5714285714286,667.5362305130853,31558.0,84764.48146308336,297845.0,0.0,61651.0,12330.198287963867,17023.511697798833,37347.0,187.0,355923.0,59320.529301961265,117842.71046614271,297845.0,0.0,0.0,15.843844554718498,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #21
Flow info:,1137.0,0.0,0.0,0.0,0.0,1137.0,0.0,1137.0,1137.0,1137.0,1136.77978515625,0.0,1137.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.3557046979865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #22
Flow info:,411697.0,1412.0,0.0,661.5714285714286,667.5362305130853,34308.0,98731.20289928508,346487.0,0.0,48428.0,9685.611724853516,11830.370969059104,22638.0,485.0,389185.0,64864.158630371094,138366.80399779952,346487.0,0.0,0.0,14.573828080209314,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #23
Flow info:,1031.0,0.0,0.0,0.0,0.0,516.0,560.8902599829778,912.0,119.0,0.0,0.0,0.0,0.0,0.0,912.0,912.1894836425781,0.0,912.0,912.0,0.0,969.7812716763005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #24
Flow info:,399010.0,1412.0,0.0,661.5714285714286,667.5362305130853,33251.0,90250.5582337296,317163.0,0.0,63284.0,12656.831741333008,16873.291195671067,33930.0,129.0,371032.0,61838.66659800211,125863.58624234518,317163.0,0.0,0.0,15.03721926015599,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #25
Flow info:,856.0,0.0,0.0,0.0,0.0,856.0,0.0,856.0,856.0,856.0,855.9226989746094,0.0,856.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,2336.6596100278553,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #26
Flow info:,308997.0,0.0,0.0,0.0,0.0,154498.0,218440.20374880798,308959.0,38.0,0.0,0.0,0.0,0.0,0.0,308959.0,308959.0072631836,0.0,308959.0,308959.0,0.0,3.2362782565486676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #27
Flow info:,375885.0,1412.0,0.0,651.4285714285714,655.1363362290471,31324.0,87774.03208803106,308554.0,0.0,51198.0,10239.601135253906,13495.582954087198,28015.0,119.0,354379.0,59063.19618225098,122635.55021116398,308554.0,0.0,0.0,15.962328489080134,1412.0,408.38461538461536,553.3545485583871,306201.2564102564,1.0,1.0,1.0,1.0,0.0,430.2307692307692,651.4285714285714,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #28
Flow info:,1151.0,0.0,0.0,0.0,0.0,1151.0,0.0,1151.0,1151.0,1151.0,1151.0848999023438,0.0,1151.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.4913007456503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #29
Flow info:,385685.0,1412.0,0.0,661.5714285714286,667.5362305130853,32140.0,90241.90452751063,316947.0,0.0,52002.0,10400.390625,13339.5237914139,26908.0,240.0,362842.0,60473.68049621582,126178.35472500086,316947.0,0.0,0.0,15.556738044607092,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #30
Flow info:,930.0,0.0,0.0,0.0,0.0,930.0,0.0,930.0,930.0,930.0,929.8324584960938,0.0,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.925128205128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #31
Flow info:,386234.0,1412.0,0.0,661.5714285714286,667.5362305130853,32186.0,89384.62154504594,314009.0,0.0,54858.0,10971.593856811523,14365.309085257326,27875.0,164.0,360892.0,60148.67623647054,124933.28183514473,314009.0,0.0,0.0,15.534622276900437,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #32
Flow info:,1065.0,0.0,0.0,0.0,0.0,532.0,611.6350655900942,965.0,100.0,0.0,0.0,0.0,0.0,0.0,965.0,964.8799896240234,0.0,965.0,965.0,0.0,939.1634572324227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #33
Flow info:,382767.0,1412.0,0.0,658.5714285714286,663.7797971071574,31897.0,90808.6497673866,318806.0,0.0,44065.0,8812.999725341797,11361.096803973473,23063.0,224.0,363616.0,60602.664947509766,126969.90831294817,318806.0,0.0,0.0,15.675334067088109,1412.0,412.15384615384613,560.3425806525038,313983.8076923077,1.0,1.0,1.0,1.0,0.0,434.0,658.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #34
Flow info:,1489.0,0.0,0.0,0.0,0.0,745.0,870.5853028410271,1360.0,129.0,0.0,0.0,0.0,0.0,0.0,1360.0,1360.177993774414,0.0,1360.0,1360.0,0.0,671.5184117835414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #35
Flow info:,409013.0,1412.0,0.0,662.1428571428571,668.2600363559654,34084.0,96462.89685936712,338787.0,0.0,51863.0,10372.591018676758,12849.871156293457,25861.0,192.0,386285.0,64380.84443410238,134957.05753019045,338787.0,0.0,0.0,14.669459203450838,1412.0,414.0,563.9519778609996,318041.8333333333,1.0,1.0,1.0,1.0,0.0,435.84615384615387,662.1428571428571,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #36
Flow info:,1408.0,0.0,0.0,0.0,0.0,704.0,810.3996031674704,1277.0,131.0,0.0,0.0,0.0,0.0,0.0,1277.0,1276.9699096679688,0.0,1277.0,1277.0,0.0,710.2970364098222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #37
Flow info:,466463.0,1412.0,0.0,658.5714285714286,663.7797971071574,38872.0,111254.93499234639,390191.0,0.0,59945.0,11988.973617553711,16328.255569645451,35084.0,135.0,443050.0,73841.65128072102,155625.72722116823,390191.0,0.0,0.0,12.862760652128024,1412.0,412.15384615384613,560.3425806525038,313983.8076923077,1.0,1.0,1.0,1.0,0.0,434.0,658.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #38
Flow info:,1380.0,0.0,0.0,0.0,0.0,690.0,861.3129961686304,1299.0,81.0,0.0,0.0,0.0,0.0,0.0,1299.0,1299.142837524414,0.0,1299.0,1299.0,0.0,724.5299706339609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #39
Flow info:,396171.0,1412.0,0.0,661.5714285714286,667.5362305130853,33014.0,91196.77224606118,320376.0,0.0,58131.0,11626.195907592773,15380.16003415383,31201.0,147.0,370808.0,61801.35409037272,127341.19537621831,320376.0,0.0,0.0,15.14497172108407,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #40
Flow info:,663.0,0.0,0.0,0.0,0.0,663.0,0.0,663.0,663.0,663.0,662.8036499023438,0.0,663.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,3017.484892086331,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #41
Flow info:,360767.0,1412.0,0.0,661.5714285714286,667.5362305130853,30064.0,83874.29564870868,294722.0,0.0,49282.0,9856.414794921875,12470.24312706541,24611.0,293.0,338669.0,56444.803873697914,117247.67420511373,294722.0,0.0,0.0,16.631238079629068,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #42
Flow info:,722.0,0.0,0.0,0.0,0.0,722.0,0.0,722.0,722.0,722.0,722.1698760986328,0.0,722.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,2769.4314955430837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #43
Flow info:,392473.0,1412.0,0.0,661.5714285714286,667.5362305130853,32706.0,93697.11501836625,328760.0,0.0,47967.0,9593.391418457031,12532.032673188882,26604.0,175.0,373127.0,62187.83060709635,131083.3729957629,328760.0,0.0,0.0,15.28767652542203,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #44
Flow info:,1858.0,0.0,0.0,0.0,0.0,1858.0,0.0,1858.0,1858.0,1858.0,1857.9959869384766,0.0,1858.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.428589760041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #45
Flow info:,313795.0,0.0,0.0,0.0,0.0,156897.0,221793.06984154662,313729.0,66.0,0.0,0.0,0.0,0.0,0.0,313729.0,313728.80935668945,0.0,313729.0,313729.0,0.0,3.186795436085981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #46
Flow info:,369661.0,1412.0,0.0,661.5714285714286,667.5362305130853,30805.0,84984.37329791977,298760.0,0.0,54033.0,10806.608200073242,13650.282577452266,29150.0,239.0,348534.0,58089.01786804199,118603.02216702075,298760.0,0.0,0.0,16.231083328872323,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #47
Flow info:,650.0,0.0,0.0,0.0,0.0,650.0,0.0,650.0,650.0,650.0,649.9290466308594,0.0,650.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,3077.258987527513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #48
Flow info:,388307.0,1412.0,0.0,661.5714285714286,667.5362305130853,32359.0,91163.44985567572,320317.0,0.0,49445.0,9889.030456542969,12338.242623389368,25366.0,312.0,367191.0,61198.51271311442,127465.19302685226,320317.0,0.0,0.0,15.451687810604675,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #49
Flow info:,816.0,0.0,0.0,0.0,0.0,408.0,460.91793531513713,734.0,82.0,0.0,0.0,0.0,0.0,0.0,734.0,733.8523864746094,0.0,734.0,734.0,0.0,1225.687901811806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #50
Flow info:,376604.0,1412.0,0.0,661.5714285714286,667.5362305130853,31384.0,85816.00226328277,301835.0,0.0,55054.0,11010.78987121582,13638.915906476961,29040.0,263.0,354440.0,59073.32897186279,119670.35955015515,301835.0,0.0,0.0,15.931850756397855,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #51
Flow info:,591.0,0.0,0.0,0.0,0.0,591.0,0.0,591.0,591.0,591.0,591.0396575927734,0.0,591.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.8676885841064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #52
Flow info:,404227.0,1412.0,0.0,661.5714285714286,667.5362305130853,33686.0,95651.33346755146,335726.0,0.0,51098.0,10219.621658325195,13528.261946925706,29177.0,155.0,384303.0,64050.515492757164,133666.15921013558,335726.0,0.0,0.0,14.843144390489611,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #53
Flow info:,1249.0,0.0,0.0,0.0,0.0,625.0,678.2270862373067,1104.0,145.0,0.0,0.0,0.0,0.0,0.0,1104.0,1104.116439819336,0.0,1104.0,1104.0,0.0,800.5924794808169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #54
Flow info:,453783.0,1412.0,0.0,661.5714285714286,667.5362305130853,37815.0,110053.31037208404,385954.0,0.0,51290.0,10258.007049560547,13269.0352659304,26378.0,240.0,430852.0,71808.656056722,154277.60372950125,385954.0,0.0,0.0,13.222177854930164,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #55
Flow info:,1123.0,0.0,0.0,0.0,0.0,561.0,491.26366624298083,909.0,214.0,0.0,0.0,0.0,0.0,0.0,909.0,908.8516235351562,0.0,909.0,909.0,0.0,890.5104033970276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,250.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #56
Flow info:,365783.0,1412.0,0.0,661.5714285714286,667.5362305130853,30482.0,79344.80813813557,278329.0,0.0,71433.0,14286.613464355469,20486.60246638988,46484.0,175.0,342763.0,57127.157847086586,109909.24601831188,278329.0,0.0,0.0,16.40316906801894,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #57
Flow info:,1113.0,0.0,0.0,0.0,0.0,1113.0,0.0,1113.0,1113.0,1113.0,1112.9379272460938,0.0,1113.0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0454155955442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #58
Flow info:,446672.0,1412.0,0.0,661.5714285714286,667.5362305130853,37223.0,103465.20813382618,363415.0,0.0,66844.0,13368.797302246094,17164.56088665475,39906.0,429.0,425471.0,70911.84457143147,144149.57236836664,363415.0,0.0,0.0,13.432676551312586,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #59
Flow info:,1680.0,0.0,0.0,0.0,0.0,840.0,641.9807965179378,1294.0,386.0,0.0,0.0,0.0,0.0,0.0,1294.0,1293.8976287841797,0.0,1294.0,1294.0,0.0,595.274481975589,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,1052.0,255.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #60
Flow info:,1564092.0,2904.0,0.0,425.8,910.6387013763715,78205.0,118065.57157511849,332672.0,0.0,1564092.0,156409.1920852661,155835.30408812518,333178.0,275.0,1227801.0,136422.3427242703,140540.16483591363,330359.0,0.0,0.0,7.032834741581796,2904.0,252.42857142857142,644.8328133267236,415809.3571428571,1.0,1.0,1.0,1.0,0.0,273.57142857142856,425.8,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #61
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,21.0,29.698484809834994,882.0,1.0,0.0,1.0,1.0,0.0,41.0,0.0,16381.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #62
Flow info:,384594.0,1412.0,0.0,661.5714285714286,667.5362305130853,32050.0,89979.77479212028,316003.0,0.0,50034.0,10006.80923461914,13148.359935988052,27563.0,171.0,363923.0,60653.8454691569,125672.18409530984,316003.0,0.0,0.0,15.600859212512514,1412.0,413.7692307692308,563.3375473973773,317349.1923076923,1.0,1.0,1.0,1.0,0.0,435.61538461538464,661.5714285714286,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #63
